question,intent,source,id
"Can students ask for changing grades? - If a student feels that the grade he received is lower than he expected, because he has been working very hard, and truly trying to understa",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),18096
Is there an accredited doctorate in gastronomy?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4389
Correcting professors' lecture notes - One of my profs in college has (after years of students asking him to do so) put forth a syllabus with all the material for the class he is,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),14843
How to improve student seminar presentations and seminar papers,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),26072
"Reverse engineering the acceptance rate? - Assume that we have an educational instance X which requires a certain prerequisites (mininum TOEFL, GRE score, etc.). In total 100 applicat",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),14059
Dvorak keyboard accepted for testing purpose?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),34066
How to deal with procrastination and delays in final assignment of undergraduate class?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),29729
Should I turn down PhD offer if I think I may not pass qualifying exam (risking immigration issues if I fail)?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),17928
How should personal/health be presented when explaining a bad grade at an interview?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10384
Italicize translated text? - Should the translation of a name or title be italicized? In quotes? Roman type?   Some examples:   We encoded the list of the National Class,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3111
Is it common to have exam questions 'peer reviewed'?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),20025
Is a low undergrad GPA a career killer? - I graduated with a 6.4/10 GPA from a Non-IIT University in India - BE in CS in 2019. I pretty much messed up during my early 2 years of UG w,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),820
"Guidelines for creating/designing an exam? - Are there (general) guidelines for creating an exam? I am a TA, and one of my tasks is it to design a written exam for the students. The stu",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),21081
"Planning to retake English language test for PhD admissions in the UK, but listed previous average in my CV - should I contact professor to explain?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),11243
"Special professor titles? - I have noticed several special professor titles and I was wondering what are the exact details behind them. For example:     Stan Franklin,",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),15081
Can a poorly done second degree ruin one's academic record?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10466
"A student in my course does well on exams, but doesn't do the homework: Go easy on them, or make them ""pay the price?""",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10677
How to convert percentage (Indian) grade to German grades,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),20731
How do bad grades affect my chances of getting a Master's degree in biomedical engineering?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2305
Is there a way to improve my grade after graduation?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3363
How to deal with cheating when university policy is ineffective?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8953
"Evidence for/against practical exams and their ""added stress""",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),15840
Will sitting for the IELTS Academic module void the validity of my previous General Training module score?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10199
Curriculum Vitae in application for PhD - I have contacted a professor (in Europe) informally and asked for a PhD position. She answered in positive manner and asked for a CV.  What,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13723
How to judge length of exams when teaching undergraduate engineering,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3477
"In the GRE, why are we allowed to use calculators and not dictionaries?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32147
How to inform a student about my appreciation of his/her original solutions,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),926
In what ways can a PHD student who asks me to do some of her work give me due credit for my work?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),891
Can I avoid having bad grades and a dismissal show on my record if I transfer colleges?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),20844
Improving my application package regarding Maths undergraduate grades [for Master in Economics Program],curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12562
How to list academic courses and grades on a pdf form?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),23216
Listing GPA on undergrad CV when reaching out to professors,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4329
"Would I get into trouble if I give out ""too many"" A grades?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32966
Phd admissions with strange academic record and multiple schools?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),15248
My grade was penalized because of a technical problem. Who can I contact?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),25838
Do I need to define all forms of cheating in the syllabus?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4706
Listing expected graduation GPA along with current GPA for grad admission of senior undergraduate,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6538
"What makes the difference between ""summa cum laude"" and ""magna cum laude""?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),23499
Can a professor alter the syllabus when calculating a final course grade?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30196
I noticed an error in a graded exam during office hours. Should I give the student the lower grade?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8269
Should I include having taken free online courses without credit or certificate in an application for a master's programme?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4794
"Is this an example of common knowledge? - When I cite examples of competitors, say like I mention that the competitors of company X are: A, B &amp; C. Do I have to support my claim w",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),31450
"Should bullets appear before animations, or animations before bullets?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30984
Is it OK to have a significant drop in grades when moving from the Middle East to the EU?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),26046
Misunderstood exam question with consequences for incorrect answer,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32829
"How can I find papers of a specific journal? - I want to find papers of a specific journal. For example, I want to search papers about the smart grid security only in the IEEE Transaction",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),31742
"When a professor commits scientific fraud, are the journal reviewers and editors of the paper also discredited?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),25481
How to credit Creative Commons icons in a Bachelor's Thesis?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),20142
Citing (and correcting) an example with incorrect glossing and translation,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12615
Is there any real demonstrated benefit to the Dutch break out of the academic year?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),849
Set up to fail classes - The last two semesters I've had classes where I've met all prerequisites. Yet upon the second week or so (when its too late to drop) I reali,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12597
"graduate student credit for work on a paper - I am a graduate student with a question about credit for work that I did. I contributed design, data collection, analysis and writing for a",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),31284
Canadian External Examiner for UK PhD Viva advice,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),26008
"Is it worth it to master LaTeX or MS Word? - I want to know, if I submit a paper to a journal, will they change the formatting of the paper? For example, will they change the position o",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),1927
Academic Curriculum Vitae Template (possibly in LaTeX),curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),17692
"Within the UK, how are roles corresponding to academic grades defined?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),33481
How to transition from lectures/exams to research/thesis?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),28143
I got a B- in Math. How bad is that for Econ?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),27862
"In a CV, how do I list my status of a PhD if I completed the oral exam, but not awarded officialy?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7753
"Most common ways of cheating on exams? - I've been thinking how I proctor and design exams, and I suspect (from things I hear) that there is much more cheating than I find evidence",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3932
Cheated on an exam when I was eight years old. Should I tell graduate admissions?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30092
"Should conferences do early rejection? - A number of conferences have moved to a two-phase review system, in which for example all papers get two reviews, and then any paper that ha",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),18844
Can I get admitted to a master's program at top European university with an average GPA?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),11302
How does calibrating syllabus based on the requirements of the industry happen?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),1577
"How can I go about graduate school admissions? Lack of coursework, poor GPA",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),28951
Does failing the qualifying exam leave a record?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),15132
"Quote on testing, checking, and verification - I'm in the habit of putting a motivating quote on the top of each of my syllabi. For my introductory programming course, I'd like to focus t",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6087
How should a teaching-assistant calm his anxious student down in an exam?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4147
UK Grading to US GPA conversion - I analysed admission requirements for Master course in the US university and found that one of them is GPA from an undergraduate course.   I,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),16
How to compensate for previous low grades when applying to PhDs in the UK?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2047
"I have a perfect GPA from 2nd year on wards, but a horrible first year... How badly will this affect PhD admission?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2731
Unsatisfactory grades for unsatisfactory reasons,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),28714
"PhD approved by advisor, rejected by examiners",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6292
Language certificates when applying to positions in the USA,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32919
Academic policy does not let me earn credits from certain past courses. How can I challenge it?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),11141
"3.65 GPA, 1 D on Undergraduate Transcript; MBA in Top 10",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),19505
How can I progress with researching/working with profs with a bad transcript?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6413
"Omitted question mark in quoted material - How do I insert a question mark into a quotation that was omitted in the original material? For example, ""Now we find that our land has unac",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),451
Converting from and to British grading scheme,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6149
Should teachers announce the grade breakdown during first class?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),19667
"Incompatibility with the PhD advisor - My PhD advisor liked me during the exams. Then, when I came with the thesis I wrote, he got very angry, maybe because I did not do what he s",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7648
Colleague erroneously got a grade that is too high,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),20423
"Mathematica , Colab or LaTeX for exam summarys?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),24387
Funded PhD in the UK with a Distinction in MSc and a low undergraduate CGPA,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),17983
"Problem with my Professor - Unfortunately, I am in a very difficult situation with one of my Professors. In the previous semester, I argued for the grade he gave me in",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6814
Would having two words in my surname in my passport be a problem for US colleges/GRE/TOEFL?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),9557
Does a professor have the academic discretion to design the curriculum for his class?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),22282
"Disclaimer in syllabus, a good or bad idea for instructor and students?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),23908
"Citing directly in research document - is it possible to reference a citation directly?  Example:  ""the expected values considering the gain and the cost of each behavior as in [9",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),27600
Should amount of citation/references be taken into account when grading an assignment?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),21425
Is it ethical to offer a student a job during the final weeks of his thesis if you are partly grading it?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30694
Ethics: Is it ethical for a professor to conduct research using a student's ideas without giving them credit?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),22682
"Taking an extra semester to raise GPA - I'm not sure if this is the place to ask about graduate admission, so please let me know if the question is off-topic.  I'm currently in my",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10986
How to proceed when a professor is not answering emails requesting for a grade? and not awarding bonus points as he said?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),9888
What are the benefits of having a rank based cut-off over a marks based cut-off in entrance exams (if any)?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8844
Retaking undergrad econ courses to apply to masters in econ programs?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3212
"Is it professional for a professor to ask ""surprise"" questions on a test?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6419
Collection of examples of course designs with the flaws pointed out and explained?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32588
Year of Masters degree completion or cgpa? - Is it better if I take and a B+ grade and my gpa improves little from 3.44 but the date of completion on my degree will be 2019 or is it bet,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8172
"Applying for masters again, will the application be evaluated on the basis of undergraduate/Bachelors or the most recent postgraduate grades",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3943
"GWA TO HONOURS CLASS - In the Philippine Grading System, my GWA is 1.6250, is there any chance to know the standing of this grade in the UK GRADING SYSTEM?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30507
Professor won't give full credit for correct homework question,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),29842
What are the potential benefits and pitfalls of leaving tenth grade early to pursue an internship at a prominent research lab?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10463
"How does the choice of grading scale (such as A = 90+, B=80-90, etc.) affect an undergraduate program?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),9509
Should I report students that hand in similar reports (up to small permutations) in an assignment?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),31774
How important is AACSB accreditation for further study after an MBA?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),17557
Student dissatisfied with exam grade: what to watch out for?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13477
How to deal with a labmate using my method without credit?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),11299
Grading system: Why A-F and not E? - Why do we use F for failing on an otherwise arbitrary alphabetic grading scale? Isn't E just as meaningful for failing as A is for excellent,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12520
Grading term papers and reports written by non-native speakers,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),14854
Can one really 'lose' old bad grades and get a fresh start?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),28134
How to account for big gap between scores of course work of the first two years and scores of the comprehensive exams ?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3493
What can be done when my assignment's requirements has been so vague that it is jeopardising the grade that can be achieved?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),11035
Continuum from collaboration on homework to copying,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12736
PhD study (University accreditation) and the ability to teach in the USA,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),26055
Are there examples of classes with students publishing their reports instead of just turning them into TA & Professor?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6462
Is it common that the last author gets all the credits when the work becomes hugely successful?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30696
"PhD application with mediocre grades, 2 SCI co-authored pubs., LORs from very well knows profs. in the area?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),6330
Does modifying the grades multiple times make me look unprepared/unprofessional?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2376
Planning nondegree classes - I am thinking of registering for nondegree classes at a local university to give an impression to future admission comitee that my GPA does,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),26503
What are my chances of being accepted in a Ph.D. program with poor M.Sc. grades?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2504
Indian CGPA to US GPA system - I study in India and in here we have 10 pointer system. I wanted to convert my CGPA to american based GPA system of 4. I googled and got thi,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),24056
Will a dropped class hurt PhD application? - I'm currently in a Master's program for mathematics and I want to apply for a PhD.    I'm thinking of dropping one of my classes because it,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3217
How do you refer to foreign titles in APA6? - I'm familiar with the example for when I am citing a part of a foreign source but I have questions about referring to foreign titled work. I,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),26205
Does PhD GPA matter after grad school regarding academic funding?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),74
"Applying to Computer Science PhD Programs - I am a computer science and math double major, and I am applying to computer science PhD programs this fall. I have a 3.9 GPA and have done",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),23497
Should I add a bibliography for this? - While writing up my introduction for my transfer report (first year exam of the PhD in the UK) I want to give importance to the topic saying,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3959
Does an admission committee assess Verbal/Analytical Writing scores differently for International applicants?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),25528
"Are PhD forums worthwhile - In my field (computer science), many conferences have a section dedicated to PhD forums. For example, this one   http://ecmlpkdd2017.ijs.si/",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13006
change of study plans within ABET accreditation,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30322
Is it helpful to get credit for an independent study project?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8210
Are masters programs generally easier to get into than PhD?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),19027
Masters in Germany in Engineering - I am new here and am trying to find some answers. I have finished my BEng Hons in Mechanical and PowerPlant Systems from UK. During my studi,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),14949
"How to formulate my resume, if a PhD defense exam fails with mark “Dissertation passed, Oral failed”",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4867
Am I allowed to show properly redacted exams to a colleague to determine if cheating occurred?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12956
High grade/GPA versus finishing studies in the expected timeframe,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),15969
What should I do about a bad professor? - My professor has not and will not hand out a syllabus (I have asked as well as others). I have a very vague idea about how grades will be ca,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4748
Possibility of skipping lower level prerequisites for graduate math application?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4955
Taking credit for supervising a PhD student while I am a postdoc,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),24244
"Missing final exam due to exhaustion? - A student is asking for an alternative exam because he was ""completely exhausted"" due to overwork the last month or so of the semester, incl",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),21024
"During college I was in an accident, changed majors & took a tough schedule, my GPA is low & no recs from a prof, is grad school still an option?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),28095
Example of educational theory not taken in account in e-learning software?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12586
"Former professor wants an update to write a recommendation letter, should I include a bad grade?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),18496
Entering PhD with bad masters grades and no thesis,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13493
"Professor not replying to emails - My professor assigned a final paper due the 12th, and while our exam period extends to the 23rd of December, all my exams were scheduled on",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7726
How to regrade an exam that was too difficult?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),11201
"As a department head, what to do if a professor leaves without giving out grades?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),5362
Is there a standard system example for writing papers which introduce a newly developed programming language?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7690
How to keep track of attendance and student-submitted excuses for absences?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7086
Should Self-Assessments be Scored? (not Graded),curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32805
Clarification on taking Calculus subjects as prerequisites for Economics classes?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),21901
How does a low quantitative score on GRE general exam affect admissions to mathematics PhD programs?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),18912
What is the chance of making a successful appeal to dismissal decision from a PhD program after failing the qualifying exam in the 2nd attempt?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2344
How do I give credit to some image I included in my paper?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13486
"How to cite editorial article? - If admins allow me I would like to put a link, https://www.nature.com/nnano/journal/v11/n9/full/nnano.2016.180.html  as a example, I dont kn",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),18534
Should I explain a single bad grade in my personal statement?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),17503
Can external examiners be from research institutes?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),20566
Where to Place Master-class Certificates in Curriculum Vitae?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),9560
Does time taken and a poor grade for a PHD in Germany destroy chances for a post doc?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30617
Does the Online Learning Platform bring down the importance of Courses and GPA in terms of PhD Admits? (CS USA),curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),27845
Is it good practice to let students consult their text materials during exams?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),22095
"French master student, equivalent honours in the UK?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32936
"What does in-major classes mean? - I am starting to fill out my resume and I looked up a few ""recommendations"" on what to do. When it got to the GPA, it mentioned that you can",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8044
Do German universities consider high school grades?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),23998
Do I inform my Professor that our digital exam isn't recording us?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),27048
"ECTS credits for US teaching credentials - In the southern United States, one of the general requirements for teaching a given course is to have 18 semester hours at the graduate leve",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2454
Can an energy drink or chocolate before an exam be useful ? What sort of other edible goods be helpful?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),23047
Math PhD after graduating with average grades,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),24110
Are athletes' college degrees discounted by employers and graduate school admissions?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),22152
What is Summa cum Laude and how do you get it? (USA),curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),9864
"What does 'to mark' mean in the UK? - It is just to evaluate what is right and wrong in a script (i.e., an exam or problem sheet completed by a student), and making notes and com",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),33333
"My university's policy is to consider only the most recent grade for a failed course that has been retaken, how should I declare my GPA?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),32111
"How is cumulative GPA calculated? - This might be a dumb question, but since I couldn't find what I am looking for, I decided to ask here. I think that cumulative GPA is the av",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7414
Is it more ethical to hire a tutor to prepare or to cheat on a test?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),28752
Can low score in GRE hurt the application with good GPA for top graduate school in US,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),15448
Coursea.org? Comparable to actual college level credit?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),29619
What tool or process can I use to see revisions on papers I am grading?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),25245
"Effect of ""D"" grade in PhD-level course on job prospects",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),31344
"For graduate admissions, are difficult classes valued over perfect grades?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),16687
"Using a template and no publishing - I would like to know if it is possible to ""publish"" in arXiv a preprint non-intended for publication with a journal template?  Example: make",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),24483
"What does ""Associate Faculty"" mean? - What does ""Associate Faculty"" mean, as used for example in this job advert headlined     FACULTY AND ASSOCIATE FACULTY POSITIONS   and this",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),25450
Should I hold the same writing standards for international students as I do for domestic students?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),22732
"Value of PhD candidacy (""ABD"") - If one is intending on leaving a graduate program before completing their PhD, is there value in obtaining candidacy status before leaving?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),16847
"How do admissions committees perceive poor grades in ""core"" classes in the major, for students with better grades in ""harder"" classes?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),34233
"A colleague's CV is taking credit for service that I did, and now we're both on the shortlist for a job. Is there anything that I can do?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),26183
Undergraduate prerequisites for a Ph.d. in combinatorics,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),5368
